"name","index","debut","file_name","old_id","old_group","order","external_path","ps",""
"Meltan","1111","2019/2/5","pm808","808","Meltan","","","","image"
"Melmetal","1112","2019/2/5","pm809","809","Meltan","","","","image"
"Grookey","1113","","pm810","810","grookey","","","","image"
"Thwackey","1114","","pm811","811","grookey","","","","image"
"Rillaboom","1115","","pm812","812","grookey","","","","image"
"Scorbunny","1116","","pm813","813","scorbunny","","","","image"
"Raboot","1117","","pm814","814","scorbunny","","","","image"
"Cinderace","1118","","pm815","815","scorbunny","","","","image"
"Sobble","1119","","pm816","816","sobble","","","","image"
"Drizzile","1120","","pm817","817","sobble","","","","image"
"Inteleon","1121","","pm818","818","sobble","","","","image"
"Skwovet","1122","","pm819","819","skwovet","","","","image"
"Greedent","1123","","pm820","820","skwovet","","","","image"
"Rookidee","1124","","pm821","821","rookidee","","","","image"
"Corvisquire","1125","","pm822","822","rookidee","","","","image"
"Corviknight","1126","","pm823","823","rookidee","","","","image"
"Blipbug","1127","","pm824","824","blipbug","","","","image"
"Dottler","1128","","pm825","825","blipbug","","","","image"
"Orbeetle","1129","","pm826","826","blipbug","","","","image"
"Nickit","1130","","pm827","827","nickit","","","","image"
"Thievul","1131","","pm828","828","nickit","","","","image"
"Gossifleur","1132","","pm829","829","gossifleur","","","","image"
"Eldegoss","1133","","pm830","830","gossifleur","","","","image"
"Wooloo","1134","","pm831","831","wooloo","","","","image"
"Dubwool","1135","","pm832","832","wooloo","","","","image"
"Chewtle","1136","","pm833","833","chewtle","","","","image"
"Drednaw","1137","","pm834","834","chewtle","","","","image"
"Yamper","1138","","pm835","835","yamper","","","","image"
"Boltund","1139","","pm836","836","yamper","","","","image"
"Rolycoly","1140","","pm837","837","rolycoly","","","","image"
"Carkol","1141","","pm838","838","rolycoly","","","","image"
"Coalossal","1142","","pm839","839","rolycoly","","","","image"
"Applin","1143","","pm840","840","applin","","","","image"
"Flapple","1144","","pm841","841","applin","","","","image"
"Appletun","1145","","pm842","842","applin","","","","image"
"Silicobra","1146","","pm843","843","silicobra","","","","image"
"Sandaconda","1147","","pm844","844","silicobra","","","","image"
"Cramorant","1148","","pm845","845","cramorant","","","","image"
"Arrokuda","1149","","pm846","846","arrokuda","","","","image"
"Barraskewda","1150","","pm847","847","arrokuda","","","","image"
"Toxel","1151","","pm848","848","toxel","","","","image"
"Toxtricity","1152","","pm849","849","toxel","","","","image"
"Toxtricity","1153","","pm849","849","toxel","","","","image"
"Toxtricity","1154","","pm849","849","toxel","","","","image"
"Sizzlipede","1155","","pm850","850","sizzlipede","","","","image"
"Centiskorch","1156","","pm851","851","sizzlipede","","","","image"
"Clobbopus","1157","","pm852","852","clobbopus","","","","image"
"Grapploct","1158","","pm853","853","clobbopus","","","","image"
"Sinistea","1159","","pm854","854","sinistea","","","","image"
"Sinistea","1160","","pm854","854","sinistea","","","","image"
"Sinistea","1161","","pm854","854","sinistea","","","","image"
"Polteageist","1162","","pm855","855","sinistea","","","","image"
"Polteageist","1163","","pm855","855","sinistea","","","","image"
"Polteageist","1164","","pm855","855","sinistea","","","","image"
"Hatenna","1165","","pm856","856","hatenna","","","","image"
"Hattrem","1166","","pm857","857","hatenna","","","","image"
"Hatterene","1167","","pm858","858","hatenna","","","","image"
"Impidimp","1168","","pm859","859","impidimp","","","","image"
"Morgrem","1169","","pm860","860","impidimp","","","","image"
"Grimmsnarl","1170","","pm861","861","impidimp","","","","image"
"Obstagoon","1171","2020/5/25","pm862","862_31","Zigzagoon_31","","","","image"
"Perrserker","1172","","pm863","863","Meowth","","","","image"
"Cursola","1173","","pm864","864","corsola","","","","image"
"Sirfetch'd","1174","","pm865","865","Farfetchd","","","","image"
"Mr. Rime","1175","2022/12/1","pm866","866_31","Mr Mime_31","","","","image"
"Runerigus","1176","2022/10/20","pm867","867","Yamask_31","","","","image"
"Milcery","1177","","pm868","868","Milcery","","","","image"
"Alcremie","1178","","pm869","869","Milcery","","","","image"
"Falinks","1179","","pm870","870","Falinks","","","","image"
"Pincurchin","1180","","pm871","871","Pincurchin","","","","image"
"Snom","1181","","pm872","872","Snom","","","","image"
"Frosmoth","1182","","pm873","873","Snom","","","","image"
"Stonjourner","1183","","pm874","874","Stonjourner","","","","image"
"Eiscue","1184","","pm875","875","Eiscue","","","","image"
"Indeedee","1185","","pm876","876","Indeedee","","","","image"
"Morpeko","1186","","pm877","877","Morpeko","","","","image"
"Cufant","1187","","pm878","878","Cufant","","","","image"
"Copperajah","1188","","pm879","879","Cufant","","","","image"
"Dracozolt","1189","","pm880","880","Dracozolt","","","","image"
"Arctozolt","1190","","pm881","881","Arctozolt","","","","image"
"Dracovish","1191","","pm882","882","Dracovish","","","","image"
"Arctovish","1192","","pm883","883","Arctovish","","","","image"
"Duraludon","1193","","pm884","884","Duraludon","","","","image"
"Dreepy","1194","","pm885","885","Dreepy","","","","image"
"Drakloak","1195","","pm886","886","Dreepy","","","","image"
"Dragapult","1196","","pm887","887","Dreepy","","","","image"
"Zacian","1197","","pm888","888","Zacian","","","","image"
"Zamazenta","1198","","pm889","889","Zamazenta","","","","image"
"Eternatus","1199","","pm890","890","Eternatus","","","","image"
"Kubfu","1200","","pm891","891","Kubfu","","","","image"
"Urshifu","1201","","pm892","892","Kubfu","","","","image"
"Zarude","1202","","pm893","893","Zarude","","","","image"
"Regieleki","1203","","pm894","894","Regieleki","","","","image"
"Regidrago","1204","","pm895","895","Regidrago","","","","image"
"Glastrier","1205","","pm896","896","Glastrier","","","","image"
"Spectrier","1206","","pm897","897","Spectrier","","","","image"
"Calyrex","1207","","pm898","898","Calyrex","","","","image"
"Calyrex","1208","","pm898","898","Calyrex","","","","image"
"Wyrdeer","1209","","pm899","899","Stantler","","","","image"
"Kleavor","1210","2023/5/6","pm900","900","Kleavor","","","","image"
"Ursaluna","1211","","pm901","901","Teddiursa","","","","image"
"Basculegion","1212","","pm902","902","Basculin","","","","image"
"Sneasler","1213","","pm903","903","Sneasel","","","","image"
"Overkwil","1214","","pm904","904","Qwilfish","","","","image"
